Language	Concept	Value	Forms
Assamese	Five hundred	pɑskʰo	pɑskʰo
Assamese	Six hundred	səkʰo	səkʰo
Assamese	One thousand	ek həzɑr	ek həzɑr
Assamese	Two thousand	ɖu həzɑr	ɖu həzɑr
Assamese	Three thousand	tini həzɑr	tini həzɑr
Assamese	Four thousand	sɑri həzɑr	sɑri həzɑr
Assamese	Five thousand	pɑs həzɑr	pɑs həzɑr
Assamese	Six thousand	soe həzɑr	soe həzɑr
Assamese	Two hundred twenty one	ɖukʰo ekois	ɖukʰo ekois
Assamese	Five hundred six	pɑs kʰo soi	pɑs kʰo soi
Assamese	Three thousand forty eight	tini həzɑr ɑtʰsolis	tini həzɑr ɑtʰsolis
Assamese	Six thousand nine hundred	soi həzɑr nɔkʰo	soi həzɑr nɔkʰo
Assamese	Seven thousand four hundred twenty two	hɑtʰ həzɑr sɑri kʰo bɑis	hɑtʰ həzɑr sɑri kʰo bɑis
Assamese	Six thousand eight	soi həzɑr ɑtʰ	soi həzɑr ɑtʰ
			
Marwari	One	ek	ek
Marwari	Two	ðɔ	ðɔ
Marwari	Three	tɪn	tɪn
Marwari	Four	tʃɑ:r	tʃɑ:r
Marwari	Five	pɑ:tʃ	pɑ:tʃ
Marwari	Six	cʰɛ	cʰɛ
Marwari	Seven	sɑ:t	sɑ:t
Marwari	Eight	ɑ̃:tʰ	ɑ̃:tʰ
Marwari	Nine	nɔ:	nɔ:
Marwari	Ten	dəs	dəs
Marwari	Eleven	ɪɡjɑ:rɑ:	ɪɡjɑ:rɑ:
Marwari	Twelve	bɑ:rɑ	bɑ:rɑ
Marwari	Thirteen	terɑ	terɑ
Marwari	Fourteen	cəʊdɑ:	cəʊdɑ:
Marwari	Fifteen	pəndrɑ	pəndrɑ
Marwari	Sixteen	solɑ:	solɑ:
Marwari	Seventeen	sətərɑ	sətərɑ
Marwari	Eighteen	ətʰɑrɑ	ətʰɑrɑ
Marwari	Nineteen	ʊɡənɪ:s	ʊɡənɪ:s
Marwari	Twenty	bɪ:s	bɪ:s
Marwari	Twenty One	ɪkɪs	ɪkɪs
Marwari	Twenty two	bɑɪs	bɑɪs
Marwari	Twenty three	tɛɪs	tɛɪs
Marwari	Twenty four	coɪs	coɪs
Marwari	Twenty five	pəcɪs	pəcɪs
Marwari	Twenty six	cʰəbɪs	cʰəbɪs
Marwari	Twenty seven	sətɑɪs	sətɑɪs
Marwari	Twenty eight	ətʰɑɪs	ətʰɑɪs
Marwari	Twenty nine	ʊntɪs	ʊntɪs
Marwari	Thirty	tɪ:s	tɪ:s
Marwari	Thirty one	ɪktɪs	ɪktɪs
Marwari	Thirty two	bətɪs	bətɪs
Marwari	Thirty three	tɛtɪs	tɛtɪs
Marwari	Thirty four	cotɪs	cotɪs
Marwari	Thirty five	pə̃ntɪs	pə̃ntɪs
Marwari	Thirty six	cətɪs	cətɪs
Marwari	Thirty seven	sɛ̃tɪs	sɛ̃tɪs
Marwari	Thirty eight	əʈtɪs	əʈtɪs
Marwari	Thirty nine	ʊntaɭɪs	ʊntaɭɪs
Marwari	Forty	cɑ:ɭɪs	cɑ:ɭɪs
Marwari	Forty one	ɪktɑ:ɭɪs	ɪktɑ:ɭɪs
Marwari	Forty two	bəjɑɭɪs	bəjɑɭɪs
Marwari	Forty three	tɛjɑɭɪs	tɛjɑɭɪs
Marwari	Forty four	comaɭɪs	comaɭɪs
Marwari	Forty five	pɛ̃ntɑɭɪs	pɛ̃ntɑɭɪs
Marwari	Forty six	cʰəjɑɭɪs	cʰəjɑɭɪs
Marwari	Forty seven	sɛ̃tɑɭɪs	sɛ̃tɑɭɪs
Marwari	Forty eight	əɽcɑ:s	əɽcɑ:s
Marwari	Forty nine	ɡʊncɑ:s	ɡʊncɑ:s
Marwari	Fifty	pəcɑ:s	pəcɑ:s
Marwari	Fifty one	ɪkjɑvən	ɪkjɑvən
Marwari	Fifty two	bɑvən	bɑvən
Marwari	Fifty three	tərepən	tərepən
Marwari	Fifty four	copən	copən
Marwari	Fifty five	pɪcəpən	pɪcəpən
Marwari	Fifty six	cəpən	cəpən
Marwari	Fifty seven	sətɑvən	sətɑvən
Marwari	Fifty eight	əʈʰɑvən	əʈʰɑvən
Marwari	Fifty nine	ɡʊnsəʈʰ	ɡʊnsəʈʰ
Marwari	Sixty	sɑ:ʈʰ	sɑ:ʈʰ
Marwari	Sixty one	ɪksəʈʰ	ɪksəʈʰ
Marwari	Sixty two	bɑsəʈʰ	bɑsəʈʰ
Marwari	Sixty three	təresəʈʰ	təresəʈʰ
Marwari	Sixty four	cosəʈʰ	cosəʈʰ
Marwari	Sixty five	pɛ̃nsəʈʰ	pɛ̃nsəʈʰ
Marwari	Sixty six	cʰɑ̃:səʈʰ	cʰɑ̃:səʈʰ
Marwari	Sixty seven	səɽsəʈʰ	səɽsəʈʰ
Marwari	Sixty eight	əɽsəʈʰ	əɽsəʈʰ
Marwari	Sixty nine	ɡʊnsətər	ɡʊnsətər
Marwari	Seventy	sətərɑ	sətərɑ
Marwari	Seventy one	ɪkətər	ɪkətər
Marwari	Seventy two	bəhotər	bəhotər
Marwari	Seventy three	tɛhətər	tɛhətər
Marwari	Seventy four	cohətər	cohətər
Marwari	Seventy five	pɪcətər	pɪcətər
Marwari	Seventy six	cʰɪjətər	cʰɪjətər
Marwari	Seventy seven	sətətər	sətətər
Marwari	Seventy eight	əʈʰətər	əʈʰətər
Marwari	Seventy nine	ɡʊnjɑsɪ	ɡʊnjɑsɪ
Marwari	Eighty	əsɪ	əsɪ
Marwari	Eighty one	ɪkjɑsɪ	ɪkjɑsɪ
Marwari	Eighty two	bəjɑ̃sɪ	bəjɑ̃sɪ
Marwari	Eighty three	tɛrɑsɪ	tɛrɑsɪ
Marwari	Eighty four	cʰorɑsɪ	cʰorɑsɪ
Marwari	Eighty five	pɪcjɑsɪ	pɪcjɑsɪ
Marwari	Eighty six	cʰəjɑsɪ	cʰəjɑsɪ
Marwari	Eighty seven	sɪtjɑsɪ	sɪtjɑsɪ
Marwari	Eighty eight	əʈʰəjɑsɪ	əʈʰəjɑsɪ
Marwari	Eighty nine	nəvɑsɪ	nəvɑsɪ
Marwari	Ninety	nɔbɛ	nɔbɛ
Marwari	Ninety one	ɪkaɳmɛ	ɪkaɳmɛ
Marwari	Ninety two	bɑɳmɛ	bɑɳmɛ
Marwari	Ninety three	tərɛɳmɛ	tərɛɳmɛ
Marwari	Ninety four	coɳmɛ	coɳmɛ
Marwari	Ninety five	pɪcɑ:ɳmɛ	pɪcɑ:ɳmɛ
Marwari	Ninety six	cɪɳmɛ	cɪɳmɛ
Marwari	Ninety seven	sɪtɑɳmɛ	sɪtɑɳmɛ
Marwari	Ninety eight	ɪʈʰɑɳmɛ	ɪʈʰɑɳmɛ
Marwari	Ninety nine	nɪnɳaɳmɛ	nɪnɳaɳmɛ
Marwari	Hundred	so	so
Marwari	Thousand	həzɑr	həzɑr
Marwari	Lakh	lɑkʰ	lɑkʰ
Marwari	One Million	-	-
Marwari	Crore	kəɽoɽ	kəɽoɽ
Marwari	Billion	-	-
Marwari	One hundred	ek sɔ	ek sɔ
Marwari	Two hundred	do sɔ	do sɔ
Marwari	Three hundred	tin sɔ	tin sɔ
Marwari	Four hundred	tʃɑr sɔ	tʃɑr sɔ
Marwari	Five hundred	pɑ̃c sɔ	pɑ̃c sɔ
Marwari	Six hundred	cʰe sɔ	cʰe sɔ
Marwari	One thousand	ek həzɑr	ek həzɑr
Marwari	Two thousand	do həzɑr	do həzɑr
Marwari	Three thousand	tin həzɑr	tin həzɑr
Marwari	Four thousand	tʃɑr həzɑr	tʃɑr həzɑr
Marwari	Five thousand	pɑ̃c həzɑr	pɑ̃c həzɑr
Marwari	Six thousand	cʰe həzɑr	cʰe həzɑr
Marwari	Two hundred twenty one	do sɔ ikkis	do sɔ ikkis
Marwari	Five hundred six	pɑ̃c sɔ cʰe	pɑ̃c sɔ cʰe
Marwari	Three thousand forty eight	tin həzɑr əɽtɑlis	tin həzɑr əɽtɑlis
Marwari	Six thousand nine hundred	cʰe həzɑr nəu sɔ	cʰe həzɑr nəu sɔ
Marwari	Seven thousand four hundred twenty two	sɑt həzɑr cɑr sɔ bɑis	sɑt həzɑr cɑr sɔ bɑis
Marwari	Six thousand eight	cʰe həzɑr ɑʈʰ	cʰe həzɑr ɑʈʰ
			
PakistaniPunjabi	One	ik	ik
PakistaniPunjabi	Two	do	do
PakistaniPunjabi	Three	tin	tin
PakistaniPunjabi	Four	tʃɑr	tʃɑr
PakistaniPunjabi	Five	pənɟ	pənɟ
PakistaniPunjabi	Six	tʃʰe	tʃʰe
PakistaniPunjabi	Seven	sət	sət
PakistaniPunjabi	Eight	əʈʰ	əʈʰ
PakistaniPunjabi	Nine	no	no
PakistaniPunjabi	Ten	dəs	dəs
PakistaniPunjabi	Eleven	jɑrɑ̃	jɑrɑ̃
PakistaniPunjabi	Twelve	bɑrɑ̃	bɑrɑ̃
PakistaniPunjabi	Thirteen	terɑ̃	terɑ̃
PakistaniPunjabi	Fourteen	tʃudʰɑ̃	tʃudʰɑ̃
PakistaniPunjabi	Fifteen	pəndʰrɑ̃	pəndʰrɑ̃
PakistaniPunjabi	Sixteen	solɑ̃	solɑ̃
PakistaniPunjabi	Seventeen	sətɑrɑ̃	sətɑrɑ̃
PakistaniPunjabi	Eighteen	əʈʰɑrɑ̃	əʈʰɑrɑ̃
PakistaniPunjabi	Nineteen	unni	unni
PakistaniPunjabi	Twenty	ʋi	ʋi
PakistaniPunjabi	Twenty One	ikki	ikki
PakistaniPunjabi	Twenty two	bɑi	bɑi
PakistaniPunjabi	Twenty three	tei	tei
PakistaniPunjabi	Twenty four	tʃɔbi	tʃɔbi
PakistaniPunjabi	Twenty five	pənɟi	pənɟi
PakistaniPunjabi	Twenty six	tʃʰəbi	tʃʰəbi
PakistaniPunjabi	Twenty seven	sətɑi	sətɑi
PakistaniPunjabi	Twenty eight	əʈʰɑi	əʈʰɑi
PakistaniPunjabi	Twenty nine	unnəti	unnəti
PakistaniPunjabi	Thirty	ti	ti
PakistaniPunjabi	Thirty one	kətti	kətti
PakistaniPunjabi	Thirty two	bətti	bətti
PakistaniPunjabi	Thirty three	tẽti	tẽti
PakistaniPunjabi	Thirty four	tʃõti	tʃõti
PakistaniPunjabi	Thirty five	pɛ̃ti	pɛ̃ti
PakistaniPunjabi	Thirty six	tʃʰətti	tʃʰətti
PakistaniPunjabi	Thirty seven	sɛ̃ti	sɛ̃ti
PakistaniPunjabi	Thirty eight	əɽti	əɽti
PakistaniPunjabi	Thirty nine	unʈɑli	unʈɑli
PakistaniPunjabi	Forty	tʃɑli	tʃɑli
PakistaniPunjabi	Forty one	iktɑli	iktɑli
PakistaniPunjabi	Forty two	bətɑli	bətɑli
PakistaniPunjabi	Forty three	tẽtɑli	tẽtɑli
PakistaniPunjabi	Forty four	tʃʋɑli	tʃʋɑli
PakistaniPunjabi	Forty five	pentɑli	pentɑli
PakistaniPunjabi	Forty six	tʃʰijɑli	tʃʰijɑli
PakistaniPunjabi	Forty seven	sẽtɑli	sẽtɑli
PakistaniPunjabi	Forty eight	əɽtɑli	əɽtɑli
PakistaniPunjabi	Forty nine	uninɟɑʰ	uninɟɑʰ
PakistaniPunjabi	Fifty	pənɟɑʰ	pənɟɑʰ
PakistaniPunjabi	Fifty one	ikɑʋən	ikɑʋən
PakistaniPunjabi	Fifty two	bɑʋən	bɑʋən
PakistaniPunjabi	Fifty three	tripən	tripən
PakistaniPunjabi	Fifty four	tʃɔʋən	tʃɔʋən
PakistaniPunjabi	Fifty five	pətʃpən	pətʃpən
PakistaniPunjabi	Fifty six	tʃʰəpən	tʃʰəpən
PakistaniPunjabi	Fifty seven	sətɑʋən	sətɑʋən
PakistaniPunjabi	Fifty eight	ʈʰɑʋən	ʈʰɑʋən
PakistaniPunjabi	Fifty nine	unɑʈʰ	unɑʈʰ
PakistaniPunjabi	Sixty	səʈʰ	səʈʰ
PakistaniPunjabi	Sixty one	ikɑʈʰ	ikɑʈʰ
PakistaniPunjabi	Sixty two	bɑʈʰ	bɑʈʰ
PakistaniPunjabi	Sixty three	teɽetʰ	teɽetʰ
PakistaniPunjabi	Sixty four	tʃõʈʰ	tʃõʈʰ
PakistaniPunjabi	Sixty five	pẽʈʰ	pẽʈʰ
PakistaniPunjabi	Sixty six	tʃiɑʈʰ	tʃiɑʈʰ
PakistaniPunjabi	Sixty seven	səɽsəʈʰ	səɽsəʈʰ
PakistaniPunjabi	Sixty eight	əʈʰɑʈʰ	əʈʰɑʈʰ
PakistaniPunjabi	Sixty nine	unətər	unətər
PakistaniPunjabi	Seventy	sətər	sətər
PakistaniPunjabi	Seventy one	ikətər	ikətər
PakistaniPunjabi	Seventy two	bɑtər	bɑtər
PakistaniPunjabi	Seventy three	tejətər	tejətər
PakistaniPunjabi	Seventy four	tʃoʰətər	tʃoʰətər
PakistaniPunjabi	Seventy five	pəɟhətər	pəɟhətər
PakistaniPunjabi	Seventy six	tʃehətər	tʃehətər
PakistaniPunjabi	Seventy seven	sətətər	sətətər
PakistaniPunjabi	Seventy eight	əʈʰətər	əʈʰətər
PakistaniPunjabi	Seventy nine	unɑsi	unɑsi
PakistaniPunjabi	Eighty	əsi	əsi
PakistaniPunjabi	Eighty one	kɑsi	kɑsi
PakistaniPunjabi	Eighty two	bijɑsi	bijɑsi
PakistaniPunjabi	Eighty three	tẽtɑsi	tẽtɑsi
PakistaniPunjabi	Eighty four	tʃurɑsi	tʃurɑsi
PakistaniPunjabi	Eighty five	pətʃɑsi	pətʃɑsi
PakistaniPunjabi	Eighty six	tʃʰejɑsi	tʃʰejɑsi
PakistaniPunjabi	Eighty seven	sətɑsi	sətɑsi
PakistaniPunjabi	Eighty eight	əʈʰɑsi	əʈʰɑsi
PakistaniPunjabi	Eighty nine	nəʋɑsi	nəʋɑsi
PakistaniPunjabi	Ninety	nəʋʋe	nəʋʋe
PakistaniPunjabi	Ninety one	kɑnʋe	kɑnʋe
PakistaniPunjabi	Ninety two	bɑnʋe	bɑnʋe
PakistaniPunjabi	Ninety three	tərɑnʋe	tərɑnʋe
PakistaniPunjabi	Ninety four	tʃorɑnʋe	tʃorɑnʋe
PakistaniPunjabi	Ninety five	pətʃɑnʋe	pətʃɑnʋe
PakistaniPunjabi	Ninety six	tʃʰejɑnʋe	tʃʰejɑnʋe
PakistaniPunjabi	Ninety seven	sətɑnʋe	sətɑnʋe
PakistaniPunjabi	Ninety eight	əʈʰɑnʋe	əʈʰɑnʋe
PakistaniPunjabi	Ninety nine	nənɑnʋe	nənɑnʋe
PakistaniPunjabi	Hundred	sɔ	sɔ
PakistaniPunjabi	Thousand	həzɑr	həzɑr
PakistaniPunjabi	Lakh	ləkʰ	ləkʰ
PakistaniPunjabi	One Million	dəs ləkʰ	dəs ləkʰ
PakistaniPunjabi	Crore	kəroɽ	kəroɽ
PakistaniPunjabi	Billion	ərəb	ərəb
PakistaniPunjabi	One hundred	ik sɔ	ik sɔ
PakistaniPunjabi	Two hundred	do sɔ	do sɔ
PakistaniPunjabi	Three hundred	tin sɔ	tin sɔ
PakistaniPunjabi	Four hundred	tʃɑr sɔ	tʃɑr sɔ
PakistaniPunjabi	Five hundred	pənɟ sɔ	pənɟ sɔ
PakistaniPunjabi	Six hundred	tʃʰe sɔ	tʃʰe sɔ
PakistaniPunjabi	One thousand	ik həzɑr	ik həzɑr
PakistaniPunjabi	Two thousand	do həzɑr	do həzɑr
PakistaniPunjabi	Three thousand	tin həzɑr	tin həzɑr
PakistaniPunjabi	Four thousand	tʃɑr həzɑr	tʃɑr həzɑr
PakistaniPunjabi	Five thousand	pənɟ həzɑr	pənɟ həzɑr
PakistaniPunjabi	Six thousand	tʃʰe həzɑr	tʃʰe həzɑr
PakistaniPunjabi	Two hundred twenty one	do sɔ bɑi	do sɔ bɑi
PakistaniPunjabi	Five hundred six	pənɟ sɔ tʃʰe	pənɟ sɔ tʃʰe
PakistaniPunjabi	Three thousand forty eight	tin həzɑr əɽtɑli	tin həzɑr əɽtɑli
PakistaniPunjabi	Six thousand nine hundred	tʃʰe həzɑr no sɔ	tʃʰe həzɑr no sɔ
PakistaniPunjabi	Seven thousand four hundred twenty two	sət həzɑr tʃɑr sɔ bɑi	sət həzɑr tʃɑr sɔ bɑi
PakistaniPunjabi	Six thousand eight	tʃʰe həzɑr əʈʰ	tʃʰe həzɑr əʈʰ
			
IndianPunjabi	One	ik	ik
IndianPunjabi	Two	do	do
IndianPunjabi	Three	tɪn	tɪn
IndianPunjabi	Four	cɑ:r	cɑ:r
IndianPunjabi	Five	pɑ:ŋ	pɑ:ŋ
IndianPunjabi	Six	cʰe	cʰe
IndianPunjabi	Seven	sət	sət
IndianPunjabi	Eight	əʈʰ	əʈʰ
IndianPunjabi	Nine	nɔ	nɔ
IndianPunjabi	Ten	dəs	dəs
IndianPunjabi	Eleven	ɡjɑrɑ̃	ɡjɑrɑ̃
IndianPunjabi	Twelve	bɑrɑ̃	bɑrɑ̃
IndianPunjabi	Thirteen	terɑ̃	terɑ̃
IndianPunjabi	Fourteen	cəudɑ̃	cəudɑ̃
IndianPunjabi	Fifteen	pəndrɑ̃	pəndrɑ̃
IndianPunjabi	Sixteen	soɭɑ̃	soɭɑ̃
IndianPunjabi	Seventeen	sətɑrɑ̃	sətɑrɑ̃
IndianPunjabi	Eighteen	əʈʰɑrɑ̃	əʈʰɑrɑ̃
IndianPunjabi	Nineteen	unnɪ	unnɪ
IndianPunjabi	Twenty	ʋɪ	ʋɪ
IndianPunjabi	Twenty One	ɪkkɪ	ɪkkɪ
IndianPunjabi	Twenty two	bɑɪ	bɑɪ
IndianPunjabi	Twenty three	teɪ	teɪ
IndianPunjabi	Twenty four	cɔbɪ	cɔbɪ
IndianPunjabi	Twenty five	pəccɪ	pəccɪ
IndianPunjabi	Twenty six	cʰəbbɪ	cʰəbbɪ
IndianPunjabi	Twenty seven	sətɑɪ	sətɑɪ
IndianPunjabi	Twenty eight	əʈʰɑɪ	əʈʰɑɪ
IndianPunjabi	Twenty nine	uɳɳəttɪ	uɳɳəttɪ
IndianPunjabi	Thirty	tɪ:	tɪ:
IndianPunjabi	Thirty one	ekəttɪ	ekəttɪ
IndianPunjabi	Thirty two	bəttɪ	bəttɪ
IndianPunjabi	Thirty three	tettɪ	tettɪ
IndianPunjabi	Thirty four	cɔttɪ	cɔttɪ
IndianPunjabi	Thirty five	pɛ̃ttɪ	pɛ̃ttɪ
IndianPunjabi	Thirty six	cʰəttɪ	cʰəttɪ
IndianPunjabi	Thirty seven	sæ̃ttɪ	sæ̃ttɪ
IndianPunjabi	Thirty eight	əʈʰəttɪ	əʈʰəttɪ
IndianPunjabi	Thirty nine	untɑlɪ	untɑlɪ
IndianPunjabi	Forty	cɑlɪ	cɑlɪ
IndianPunjabi	Forty one	ɪktɑlɪ	ɪktɑlɪ
IndianPunjabi	Forty two	bətɑlɪ	bətɑlɪ
IndianPunjabi	Forty three	tertɑlɪ	tertɑlɪ
IndianPunjabi	Forty four	cutɑlɪ	cutɑlɪ
IndianPunjabi	Forty five	pənɟtɑlɪ	pənɟtɑlɪ
IndianPunjabi	Forty six	cʰejɑlɪ	cʰejɑlɪ
IndianPunjabi	Forty seven	səntɑlɪ	səntɑlɪ
IndianPunjabi	Forty eight	ərtɑlɪ	ərtɑlɪ
IndianPunjabi	Forty nine	ɔɽɪ̃nɟɑ	ɔɽɪ̃nɟɑ
IndianPunjabi	Fifty	pənɟɑ	pənɟɑ
IndianPunjabi	Fifty one	ekʋənɟɑ	ekʋənɟɑ
IndianPunjabi	Fifty two	doʋənɟɑ	doʋənɟɑ
IndianPunjabi	Fifty three	trɪʋənɟɑ	trɪʋənɟɑ
IndianPunjabi	Fifty four	curənɟɑ	curənɟɑ
IndianPunjabi	Fifty five	pɛ̃rənɟɑ	pɛ̃rənɟɑ
IndianPunjabi	Fifty six	sɪpɪnɟɑ	sɪpɪnɟɑ
IndianPunjabi	Fifty seven	sətʋənɟɑ	sətʋənɟɑ
IndianPunjabi	Fifty eight	əʈʰʋənɟɑ	əʈʰʋənɟɑ
IndianPunjabi	Fifty nine	unɑhəʈʰ	unɑhəʈʰ
IndianPunjabi	Sixty	səʈʰ	səʈʰ
IndianPunjabi	Sixty one	ɪkɑhəʈʰ	ɪkɑhəʈʰ
IndianPunjabi	Sixty two	bɑhəʈʰ	bɑhəʈʰ
IndianPunjabi	Sixty three	trehəʈʰ	trehəʈʰ
IndianPunjabi	Sixty four	cɔhəʈʰ	cɔhəʈʰ
IndianPunjabi	Sixty five	pɛ̃həʈʰ	pɛ̃həʈʰ
IndianPunjabi	Sixty six	cʰɪhəʈʰ	cʰɪhəʈʰ
IndianPunjabi	Sixty seven	sətɑhəʈʰ	sətɑhəʈʰ
IndianPunjabi	Sixty eight	əʈʰɑhəʈʰ	əʈʰɑhəʈʰ
IndianPunjabi	Sixty nine	uɳəttər	uɳəttər
IndianPunjabi	Seventy	səttər	səttər
IndianPunjabi	Seventy one	ɪkəttər	ɪkəttər
IndianPunjabi	Seventy two	bəhəttər	bəhəttər
IndianPunjabi	Seventy three	tehəttər	tehəttər
IndianPunjabi	Seventy four	cɔhəttər	cɔhəttər
IndianPunjabi	Seventy five	pəchəttər	pəchəttər
IndianPunjabi	Seventy six	cʰɪhəttər	cʰɪhəttər
IndianPunjabi	Seventy seven	səttətər	səttətər
IndianPunjabi	Seventy eight	əʈʰəttər	əʈʰəttər
IndianPunjabi	Seventy nine	uɳɑsɪ	uɳɑsɪ
IndianPunjabi	Eighty	əssɪ	əssɪ
IndianPunjabi	Eighty one	ɪkjɑsɪ	ɪkjɑsɪ
IndianPunjabi	Eighty two	bɪjɑsɪ	bɪjɑsɪ
IndianPunjabi	Eighty three	trɪjɑsɪ	trɪjɑsɪ
IndianPunjabi	Eighty four	curɑsɪ	curɑsɪ
IndianPunjabi	Eighty five	pəcɑsɪ	pəcɑsɪ
IndianPunjabi	Eighty six	cʰɪɑsɪ	cʰɪɑsɪ
IndianPunjabi	Eighty seven	sətɑsɪ	sətɑsɪ
IndianPunjabi	Eighty eight	əʈʰɑsɪ	əʈʰɑsɪ
IndianPunjabi	Eighty nine	uɳənʋe	uɳənʋe
IndianPunjabi	Ninety	nəbbe	nəbbe
IndianPunjabi	Ninety one	ɪkənʋẽ	ɪkənʋẽ
IndianPunjabi	Ninety two	bənʋẽ	bənʋẽ
IndianPunjabi	Ninety three	tɪrənʋẽ	tɪrənʋẽ
IndianPunjabi	Ninety four	curənʋẽ	curənʋẽ
IndianPunjabi	Ninety five	pəcənʋẽ	pəcənʋẽ
IndianPunjabi	Ninety six	cʰɪənʋẽ	cʰɪənʋẽ
IndianPunjabi	Ninety seven	sətənʋẽ	sətənʋẽ
IndianPunjabi	Ninety eight	əʈʰənʋẽ	əʈʰənʋẽ
IndianPunjabi	Ninety nine	nəɽɪnʋẽ	nəɽɪnʋẽ
IndianPunjabi	Hundred	sɔ	sɔ
IndianPunjabi	Thousand	həzɑr	həzɑr
IndianPunjabi	Lakh	ləkʰ	ləkʰ
IndianPunjabi	One Million	dəs ləkʰ	dəs ləkʰ
IndianPunjabi	Crore	kroɽ	kroɽ
IndianPunjabi	Billion	ərəb	ərəb
IndianPunjabi	One hundred	ik sɔ	ik sɔ
IndianPunjabi	Two hundred	do sɔ	do sɔ
IndianPunjabi	Three hundred	tinn sɔ	tinn sɔ
IndianPunjabi	Four hundred	cɑr sɔ	cɑr sɔ
IndianPunjabi	Five hundred	pənɟ sɔ	pənɟ sɔ
IndianPunjabi	Six hundred	cʰi sɔ	cʰi sɔ
IndianPunjabi	One thousand	ik həzɑr	ik həzɑr
IndianPunjabi	Two thousand	do həzɑr	do həzɑr
IndianPunjabi	Three thousand	tinn həzɑr	tinn həzɑr
IndianPunjabi	Four thousand	cɑr həzɑr	cɑr həzɑr
IndianPunjabi	Five thousand	pənɟ həzɑr	pənɟ həzɑr
IndianPunjabi	Six thousand	cʰi həzɑr	cʰi həzɑr
IndianPunjabi	Two hundred twenty one	do sɔ ikki	do sɔ ikki
IndianPunjabi	Five hundred six	pənɟ sɔ cʰi	pənɟ sɔ cʰi
IndianPunjabi	Three thousand forty eight	tinn həzɑr əɽtɑli	tinn həzɑr əɽtɑli
IndianPunjabi	Six thousand nine hundred	cʰi həzɑr nɔ sɔ	cʰi həzɑr nɔ sɔ
IndianPunjabi	Seven thousand four hundred twenty two	sət həzɑr cɑr sɔ bɑi	sət həzɑr cɑr sɔ bɑi
IndianPunjabi	Six thousand eight	cʰi həzɑr əʈʰ	cʰi həzɑr əʈʰ
			
Oriya	One	ekə	ekə
Oriya	Two	duɪ	duɪ
Oriya	Three	tɪnɪ	tɪnɪ
Oriya	Four	cɑrɪ	cɑrɪ
Oriya	Five	pɑ̃cə	pɑ̃cə
Oriya	Six	cʰəə	cʰəə
Oriya	Seven	sɑtə	sɑtə
Oriya	Eight	ɑ:ʈʰ	ɑ:ʈʰ
Oriya	Nine	nɔə	nɔə
Oriya	Ten	dəsə	dəsə
Oriya	Eleven	eɡɑrə	eɡɑrə
Oriya	Twelve	bɑrə	bɑrə
Oriya	Thirteen	terə	terə
Oriya	Fourteen	cəudə	cəudə
Oriya	Fifteen	pəndərə	pəndərə
Oriya	Sixteen	ʃohɭɑ	ʃohɭɑ
Oriya	Seventeen	sətrə	sətrə
Oriya	Eighteen	əʈʰrə	əʈʰrə
Oriya	Nineteen	uɳəɪs	uɳəɪs
Oriya	Twenty	koɖɪe	koɖɪe
Oriya	Twenty One	ekoɪs	ekoɪs
Oriya	Twenty two	bɑɪs	bɑɪs
Oriya	Twenty three	teɪs	teɪs
Oriya	Twenty four	cobbɪs	cobbɪs
Oriya	Twenty five	pəccɪs	pəccɪs
Oriya	Twenty six	cʰəbbɪs	cʰəbbɪs
Oriya	Twenty seven	səteɪs	səteɪs
Oriya	Twenty eight	əʈʰeɪs	əʈʰeɪs
Oriya	Twenty nine	əɳətɪrɪs	əɳətɪrɪs
Oriya	Thirty	tɪrɪs	tɪrɪs
Oriya	Thirty one	ektɪrɪs	ektɪrɪs
Oriya	Thirty two	bəttɪs	bəttɪs
Oriya	Thirty three	tettɪs	tettɪs
Oriya	Thirty four	cɔtɪrɪs	cɔtɪrɪs
Oriya	Thirty five	pəɪ̃tɪrɪs	pəɪ̃tɪrɪs
Oriya	Thirty six	cʰəttɪs	cʰəttɪs
Oriya	Thirty seven	səɪ̃tɪrɪs	səɪ̃tɪrɪs
Oriya	Thirty eight	ərtɪrɪs	ərtɪrɪs
Oriya	Thirty nine	əɳcɑlɪs	əɳcɑlɪs
Oriya	Forty	cɑɭɪs	cɑɭɪs
Oriya	Forty one	ekcɑɭɪs	ekcɑɭɪs
Oriya	Forty two	bejɑɭɪs	bejɑɭɪs
Oriya	Forty three	tejɑɭɪs	tejɑɭɪs
Oriya	Forty four	cɔrɑɭɪs	cɔrɑɭɪs
Oriya	Forty five	peɪ̃cɑɭɪs	peɪ̃cɑɭɪs
Oriya	Forty six	cʰəjɑɭɪs	cʰəjɑɭɪs
Oriya	Forty seven	sətəcɑɭɪs	sətəcɑɭɪs
Oriya	Forty eight	əʈʰcɑɭɪs	əʈʰcɑɭɪs
Oriya	Forty nine	əɳəɳcɑɭɪs	əɳəɳcɑɭɪs
Oriya	Fifty	pəcɑs	pəcɑs
Oriya	Fifty one	ekɑʋənə	ekɑʋənə
Oriya	Fifty two	bɑʋənə	bɑʋənə
Oriya	Fifty three	tɪrpənə	tɪrpənə
Oriya	Fifty four	cɔʋənə	cɔʋənə
Oriya	Fifty five	pə̃ncɑʋənə	pə̃ncɑʋənə
Oriya	Fifty six	cʰəpənə	cʰəpənə
Oriya	Fifty seven	səttɑʋənə	səttɑʋənə
